age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,altersgruppe,income_per_hour,capital_income_per_hour
24,3,1,10,1,11,1,1,1,0,0,40,1,0,Young,0.0,0.0
25,3,3,9,1,3,3,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
54,5,0,13,0,11,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
25,3,3,9,1,2,3,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
20,7,3,9,0,14,5,1,0,0,0,45,1,0,Young,0.0,0.0
43,3,1,10,2,11,4,1,0,0,0,55,1,1,Experienced,0.0,0.0
24,3,3,9,0,5,0,1,1,0,0,40,1,0,Young,0.0,0.0
18,3,5,7,1,7,3,0,1,0,0,20,1,0,Young,0.0,0.0
45,4,1,10,0,9,5,1,0,0,0,40,0,1,Experienced,0.0,0.0
45,5,3,9,0,3,0,1,1,0,0,25,1,0,Experienced,0.0,0.0
26,3,0,13,1,11,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
47,3,1,10,1,7,3,1,1,0,0,40,1,0,Experienced,0.0,0.0
54,7,3,9,0,14,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
21,8,3,9,1,2,3,0,1,0,0,40,1,0,Young,0.0,0.0
68,3,1,10,0,9,0,1,1,0,0,15,1,0,Senior,0.0,0.0
21,3,1,10,1,3,1,0,1,0,0,48,0,0,Young,0.0,0.0
28,4,1,10,1,3,1,1,1,0,0,30,1,0,Middle-aged,0.0,0.0
46,3,3,9,0,3,5,1,0,0,0,40,1,1,Experienced,0.0,0.0
35,3,3,9,2,13,4,0,0,0,0,48,1,0,Middle-aged,0.0,0.0
50,5,5,6,1,2,1,1,1,0,0,25,1,0,Experienced,0.0,0.0
48,4,1,10,2,3,1,1,1,0,0,40,1,0,Experienced,0.0,0.0
17,7,5,6,1,14,3,1,1,0,0,40,1,0,Young,0.0,0.0
59,3,0,13,0,2,0,1,1,15024,0,50,1,1,Experienced,5.7784615384615385,5.7784615384615385
23,3,1,10,1,3,3,0,1,0,0,40,1,0,Young,0.0,0.0
53,3,3,9,3,11,1,1,0,0,0,30,1,0,Experienced,0.0,0.0
50,4,4,14,0,11,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
32,7,5,3,1,14,4,1,0,0,0,45,0,0,Middle-aged,0.0,0.0
53,3,5,8,1,5,1,0,1,0,0,56,0,0,Experienced,0.0,0.0
52,3,3,9,0,6,0,0,1,0,0,48,1,0,Experienced,0.0,0.0
38,3,0,13,0,9,0,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
43,3,4,14,0,3,0,1,1,0,0,50,1,1,Experienced,0.0,0.0
35,3,0,13,0,7,5,1,0,0,0,32,1,0,Middle-aged,0.0,0.0
41,3,4,15,0,3,0,1,1,0,0,50,1,1,Experienced,0.0,0.0
22,3,1,10,1,11,3,1,1,0,0,40,1,0,Young,0.0,0.0
39,3,3,9,0,7,0,1,1,0,0,60,1,1,Middle-aged,0.0,0.0
45,3,4,14,0,11,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
31,3,5,5,0,4,5,1,0,0,0,42,1,0,Middle-aged,0.0,0.0
47,5,5,3,0,13,0,1,1,0,0,20,1,0,Experienced,0.0,0.0
53,3,3,9,0,2,0,0,1,0,0,40,0,0,Experienced,0.0,0.0
53,4,0,13,0,11,0,1,1,0,0,60,1,1,Experienced,0.0,0.0
24,3,0,13,1,0,3,1,0,0,0,20,1,0,Young,0.0,0.0
34,3,1,10,1,7,1,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
46,4,3,9,0,11,0,1,1,0,0,50,1,1,Experienced,0.0,0.0
29,0,1,10,0,10,0,1,1,0,0,60,1,0,Middle-aged,0.0,0.0
61,6,5,7,3,7,4,1,0,0,0,32,1,1,Senior,0.0,0.0
31,3,3,9,0,4,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
29,3,3,9,1,12,3,0,1,0,0,40,1,0,Middle-aged,0.0,0.0
42,3,3,9,2,2,4,1,1,0,0,40,1,0,Experienced,0.0,0.0
50,0,1,10,0,3,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
34,3,3,9,2,0,1,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
39,3,5,4,0,13,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
40,3,1,10,0,11,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
40,1,0,13,0,9,5,1,0,0,0,40,1,1,Experienced,0.0,0.0
36,3,5,7,0,2,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
61,7,0,13,0,14,0,1,1,0,0,40,1,1,Senior,0.0,0.0
42,7,5,7,0,14,0,1,1,0,0,22,0,0,Experienced,0.0,0.0
28,3,0,13,0,3,5,1,0,0,0,40,1,1,Middle-aged,0.0,0.0
19,3,1,10,1,0,1,1,0,0,0,18,1,0,Young,0.0,0.0
36,3,1,12,2,7,4,0,0,0,0,32,1,0,Middle-aged,0.0,0.0
33,7,1,11,2,14,1,1,0,0,0,40,0,0,Middle-aged,0.0,0.0
50,0,1,10,2,0,4,1,0,0,880,40,1,0,Experienced,-0.4230769230769231,-0.4230769230769231
47,3,1,12,0,9,5,0,0,15024,0,40,1,1,Experienced,7.223076923076923,7.223076923076923
48,3,3,9,1,12,4,0,0,0,0,33,0,0,Experienced,0.0,0.0
60,4,3,9,2,2,1,1,1,0,0,40,1,0,Senior,0.0,0.0
30,3,4,14,1,9,1,0,1,0,0,30,1,0,Middle-aged,0.0,0.0
32,3,0,13,0,3,0,1,1,0,0,50,1,1,Middle-aged,0.0,0.0
51,3,1,10,0,12,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
53,3,5,5,1,6,4,0,1,0,0,75,0,0,Experienced,0.0,0.0
34,3,4,14,1,12,4,0,0,0,0,40,0,0,Middle-aged,0.0,0.0
48,5,4,14,0,3,0,1,1,0,0,40,0,1,Experienced,0.0,0.0
68,7,3,9,0,14,0,1,1,0,0,45,1,0,Senior,0.0,0.0
32,3,1,12,2,6,1,1,0,0,0,50,1,0,Middle-aged,0.0,0.0
63,7,3,9,0,14,0,1,1,0,0,4,1,0,Senior,0.0,0.0
31,3,3,9,2,3,4,0,0,0,0,40,1,0,Middle-aged,0.0,0.0
58,5,0,13,2,7,1,1,0,0,0,20,1,0,Experienced,0.0,0.0
32,3,1,12,0,3,0,1,1,0,0,60,1,1,Middle-aged,0.0,0.0
32,3,0,13,1,9,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
38,5,5,6,2,6,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
30,3,3,9,0,6,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
21,3,3,9,1,0,4,1,0,0,0,40,1,0,Young,0.0,0.0
63,3,3,9,0,11,0,1,1,0,0,48,0,0,Senior,0.0,0.0
32,3,1,12,2,9,4,1,0,0,880,36,1,0,Middle-aged,-0.4700854700854701,-0.4700854700854701
25,3,3,9,1,11,1,1,1,0,0,45,1,0,Middle-aged,0.0,0.0
59,3,1,10,0,12,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
22,1,1,11,1,0,3,1,0,0,0,10,0,0,Young,0.0,0.0
49,3,1,10,1,2,3,1,1,0,0,40,1,0,Experienced,0.0,0.0
36,3,0,13,1,3,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
31,7,3,9,0,14,5,1,0,0,0,30,0,0,Middle-aged,0.0,0.0
46,3,1,10,2,8,4,1,0,0,0,30,1,0,Experienced,0.0,0.0
37,1,4,15,0,9,0,1,1,0,0,60,1,1,Middle-aged,0.0,0.0
48,3,0,13,0,11,0,0,1,0,0,40,1,1,Experienced,0.0,0.0
41,3,3,9,0,3,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
54,3,3,9,0,11,0,1,1,3464,0,40,1,0,Experienced,1.6653846153846155,1.6653846153846155
36,3,1,10,2,3,1,1,0,0,0,4,1,0,Middle-aged,0.0,0.0
29,3,0,13,2,7,4,0,0,0,0,40,1,0,Middle-aged,0.0,0.0
59,3,4,15,1,9,1,1,1,0,0,50,1,0,Experienced,0.0,0.0
62,3,0,13,0,3,0,1,1,0,0,40,1,1,Senior,0.0,0.0
29,3,5,6,1,2,1,1,1,0,0,40,0,0,Middle-aged,0.0,0.0
28,3,0,13,0,11,0,1,1,0,0,45,1,1,Middle-aged,0.0,0.0
42,6,3,9,0,3,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
60,3,1,11,0,2,0,1,1,0,0,46,1,1,Senior,0.0,0.0
58,3,4,14,0,9,0,1,1,0,0,50,1,1,Experienced,0.0,0.0
27,3,1,10,0,2,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
45,3,3,9,3,2,1,1,0,0,0,40,1,0,Experienced,0.0,0.0
50,3,1,10,0,2,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
43,3,1,10,0,2,0,0,1,0,0,40,1,0,Experienced,0.0,0.0
39,3,4,15,2,3,1,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
21,3,1,10,1,0,3,1,1,0,0,20,1,0,Young,0.0,0.0
24,3,3,9,0,5,0,0,1,0,0,70,1,0,Young,0.0,0.0
59,5,4,15,0,4,0,1,1,0,0,30,1,0,Experienced,0.0,0.0
36,3,3,9,0,6,0,1,1,0,0,40,1,1,Middle-aged,0.0,0.0
72,7,1,10,3,14,4,0,0,0,0,4,1,0,Senior,0.0,0.0
35,3,4,14,0,3,0,0,1,0,0,65,0,1,Middle-aged,0.0,0.0
33,3,1,10,2,5,3,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
30,3,3,9,1,2,1,0,0,0,0,45,1,0,Middle-aged,0.0,0.0
40,3,1,11,2,2,4,1,1,0,0,50,1,1,Experienced,0.0,0.0
26,5,1,10,0,11,0,1,1,0,0,55,1,0,Middle-aged,0.0,0.0
37,0,1,11,2,0,1,0,1,0,0,40,1,0,Middle-aged,0.0,0.0
68,5,1,10,2,13,1,1,0,0,0,20,1,0,Senior,0.0,0.0
45,3,0,13,0,2,0,1,1,0,0,72,1,1,Experienced,0.0,0.0
56,3,3,9,0,9,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
36,3,3,9,1,0,3,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
50,3,0,13,0,3,0,1,1,7298,0,50,1,1,Experienced,2.806923076923077,2.806923076923077
38,3,1,11,0,11,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
29,3,0,13,0,11,0,1,1,0,0,41,1,0,Middle-aged,0.0,0.0
28,3,3,9,1,7,4,1,0,0,0,28,1,0,Middle-aged,0.0,0.0
39,0,1,10,0,0,0,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
26,1,0,13,1,10,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
52,4,1,10,2,3,1,1,1,0,0,65,1,1,Experienced,0.0,0.0
52,3,0,13,2,4,1,1,1,0,0,40,1,0,Experienced,0.0,0.0
33,0,1,10,1,7,1,1,0,0,0,10,1,0,Middle-aged,0.0,0.0
46,0,4,15,0,9,0,1,1,15024,0,50,1,1,Experienced,5.7784615384615385,5.7784615384615385
30,3,3,9,1,11,1,1,0,0,0,35,1,0,Middle-aged,0.0,0.0
38,3,0,13,0,9,0,1,1,0,0,40,0,1,Middle-aged,0.0,0.0
66,3,3,9,3,8,1,1,0,0,0,8,1,0,Senior,0.0,0.0
62,0,4,14,0,0,0,1,1,0,0,40,0,1,Senior,0.0,0.0
31,3,0,13,0,2,0,1,1,0,0,40,1,1,Middle-aged,0.0,0.0
39,3,3,9,0,6,0,1,1,2829,0,40,1,0,Middle-aged,1.3600961538461538,1.3600961538461538
60,5,3,9,2,2,1,0,1,0,0,50,0,0,Senior,0.0,0.0
27,3,0,13,1,12,3,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
37,7,1,11,0,14,5,0,0,0,0,40,1,0,Middle-aged,0.0,0.0
38,3,1,10,2,0,3,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
25,3,3,9,1,5,2,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
48,3,3,9,0,3,5,1,0,0,0,40,1,0,Experienced,0.0,0.0
42,5,0,13,1,9,1,1,1,0,0,50,0,0,Experienced,0.0,0.0
45,1,4,14,0,9,0,1,1,0,0,50,1,1,Experienced,0.0,0.0
22,3,1,10,1,11,3,1,1,0,0,40,1,0,Young,0.0,0.0
50,3,3,9,0,2,0,1,1,0,0,40,0,0,Experienced,0.0,0.0
21,3,3,9,1,4,1,1,1,0,0,40,1,0,Young,0.0,0.0
44,1,1,10,2,0,4,1,0,0,0,40,1,0,Experienced,0.0,0.0
21,7,1,10,1,14,3,1,0,0,0,6,1,0,Young,0.0,0.0
51,3,3,9,0,6,0,1,1,0,0,48,1,0,Experienced,0.0,0.0
30,3,3,9,1,2,2,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
46,5,1,12,2,2,1,1,1,0,0,40,1,0,Experienced,0.0,0.0
43,3,1,11,0,3,0,1,1,0,0,45,1,1,Experienced,0.0,0.0
57,3,3,9,1,7,1,0,1,0,0,48,1,0,Experienced,0.0,0.0
39,4,0,13,0,11,0,0,1,7688,0,40,0,1,Middle-aged,3.6961538461538463,3.6961538461538463
68,5,3,9,0,4,0,1,1,2414,0,40,1,0,Senior,1.1605769230769232,1.1605769230769232
33,3,1,10,1,7,1,1,1,0,0,24,1,0,Middle-aged,0.0,0.0
22,8,3,9,1,5,3,1,1,4416,0,40,1,0,Young,2.123076923076923,2.123076923076923
18,7,5,7,1,14,2,1,1,0,0,7,1,0,Young,0.0,0.0
28,3,3,9,1,6,1,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
32,3,4,14,0,9,0,0,1,0,0,40,0,0,Middle-aged,0.0,0.0
56,3,3,9,2,2,1,1,1,0,0,42,1,0,Experienced,0.0,0.0
36,3,3,9,0,7,0,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
34,3,1,10,0,3,0,1,1,0,0,55,1,0,Middle-aged,0.0,0.0
25,3,0,13,1,3,1,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
27,5,1,10,1,2,1,1,1,0,0,35,1,0,Middle-aged,0.0,0.0
33,5,3,9,0,2,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
49,4,2,16,0,9,0,0,1,0,0,60,1,1,Experienced,0.0,0.0
30,5,5,7,1,2,1,1,1,0,0,45,1,1,Middle-aged,0.0,0.0
27,3,3,9,2,2,1,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
25,3,0,13,1,0,1,1,1,0,0,40,1,1,Middle-aged,0.0,0.0
30,4,0,13,1,3,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
38,3,1,12,0,7,0,1,1,0,0,40,0,0,Middle-aged,0.0,0.0
38,3,3,9,0,2,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
46,3,1,10,2,11,4,1,0,0,0,40,1,0,Experienced,0.0,0.0
37,3,3,9,3,6,4,1,0,0,0,20,1,0,Middle-aged,0.0,0.0
62,3,3,9,0,3,0,1,1,0,0,40,1,1,Senior,0.0,0.0
55,5,3,9,0,7,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
47,5,3,9,1,2,1,1,1,0,0,40,1,0,Experienced,0.0,0.0
45,3,3,9,0,9,5,1,0,0,0,14,1,0,Experienced,0.0,0.0
50,3,3,9,0,2,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
36,3,3,9,2,6,4,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
45,3,3,9,1,11,1,1,0,0,0,20,1,0,Experienced,0.0,0.0
23,3,3,9,1,13,1,1,1,0,0,38,1,0,Young,0.0,0.0
37,3,1,12,0,3,0,1,1,7688,0,50,1,1,Middle-aged,2.956923076923077,2.956923076923077
38,6,2,16,0,9,0,1,1,0,0,55,1,1,Middle-aged,0.0,0.0
27,3,1,10,1,5,3,0,1,0,0,40,1,0,Middle-aged,0.0,0.0
29,3,0,13,0,11,5,1,0,0,0,50,1,0,Middle-aged,0.0,0.0
45,1,4,14,1,9,1,1,0,0,0,40,1,0,Experienced,0.0,0.0
38,5,1,10,1,7,1,1,0,0,0,20,1,0,Middle-aged,0.0,0.0
27,3,0,13,1,9,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
51,0,1,10,0,5,0,0,1,0,0,40,0,0,Experienced,0.0,0.0
44,0,3,9,2,2,1,1,1,0,0,40,1,0,Experienced,0.0,0.0
33,0,4,14,0,13,0,0,1,0,0,40,0,0,Middle-aged,0.0,0.0
32,3,0,13,0,3,0,1,1,0,0,45,1,1,Middle-aged,0.0,0.0
43,3,4,14,0,9,0,1,1,0,0,55,1,0,Experienced,0.0,0.0
45,1,3,9,2,7,3,0,0,0,0,40,1,0,Experienced,0.0,0.0
52,0,1,12,0,7,0,1,1,7298,0,40,1,1,Experienced,3.5086538461538463,3.5086538461538463
24,3,3,9,1,7,1,1,1,0,0,35,1,0,Young,0.0,0.0
19,7,1,10,1,14,3,1,1,0,0,40,1,0,Young,0.0,0.0
47,3,1,11,0,9,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
53,4,2,16,2,3,1,1,1,14084,0,50,1,1,Experienced,5.4169230769230765,5.4169230769230765
31,3,0,13,0,11,0,1,1,0,0,40,1,1,Middle-aged,0.0,0.0
30,3,1,11,1,2,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
56,3,3,9,0,0,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
49,0,0,13,0,9,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
38,3,3,9,0,13,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
19,3,1,10,1,0,3,1,1,0,0,18,1,0,Young,0.0,0.0
39,3,1,11,0,2,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
38,3,3,9,0,3,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
47,3,3,9,0,13,0,1,1,0,0,55,1,1,Experienced,0.0,0.0
58,3,5,7,0,2,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
27,3,3,9,1,13,1,0,1,2174,0,40,1,0,Middle-aged,1.0451923076923078,1.0451923076923078
59,1,4,14,2,9,1,1,1,0,0,40,1,1,Experienced,0.0,0.0
24,3,0,13,1,11,1,1,1,0,0,47,1,0,Young,0.0,0.0
42,3,1,11,0,6,0,1,1,2407,0,40,1,0,Experienced,1.1572115384615385,1.1572115384615385
53,6,4,14,0,3,0,1,1,0,0,60,1,1,Experienced,0.0,0.0
35,3,3,9,0,5,0,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
36,1,3,9,0,0,5,0,0,0,0,40,0,1,Middle-aged,0.0,0.0
26,3,3,9,0,2,0,1,1,0,0,40,0,0,Middle-aged,0.0,0.0
33,3,5,5,2,0,1,1,1,0,0,48,1,0,Middle-aged,0.0,0.0
29,3,1,10,0,9,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
43,3,5,7,0,5,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
35,3,0,13,0,11,0,1,1,15024,0,50,1,1,Middle-aged,5.7784615384615385,5.7784615384615385
48,3,0,13,1,9,2,0,0,0,0,36,0,1,Experienced,0.0,0.0
45,1,4,14,2,9,1,1,0,0,0,40,1,0,Experienced,0.0,0.0
43,3,3,9,2,3,1,1,0,0,0,40,1,0,Experienced,0.0,0.0
27,3,5,5,1,7,3,1,1,0,0,30,1,0,Middle-aged,0.0,0.0
21,3,5,4,1,2,3,1,1,0,0,40,1,0,Young,0.0,0.0
63,7,3,9,3,14,1,1,0,0,0,4,1,0,Senior,0.0,0.0
39,3,1,10,0,0,0,1,1,15024,0,40,1,1,Middle-aged,7.223076923076923,7.223076923076923
52,5,0,13,0,11,0,1,1,15024,0,55,1,1,Experienced,5.253146853146853,5.253146853146853
41,4,0,13,3,9,4,1,0,0,0,40,1,0,Experienced,0.0,0.0
48,3,3,9,0,2,0,1,1,7688,0,70,1,1,Experienced,2.112087912087912,2.112087912087912
27,7,5,7,2,14,4,1,0,0,0,35,1,0,Middle-aged,0.0,0.0
53,6,3,9,2,3,1,1,1,0,1092,40,1,0,Experienced,-0.525,-0.525
33,1,1,12,0,2,0,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
37,3,5,6,1,2,3,1,1,0,0,35,1,0,Middle-aged,0.0,0.0
18,7,1,10,1,14,3,1,0,0,0,40,1,0,Young,0.0,0.0
43,0,2,16,2,9,4,0,0,0,0,24,1,1,Experienced,0.0,0.0
20,3,1,10,1,0,1,1,0,0,0,40,1,0,Young,0.0,0.0
47,3,4,15,0,9,0,1,1,0,0,50,1,1,Experienced,0.0,0.0
36,5,3,9,0,4,0,1,1,0,0,70,1,0,Middle-aged,0.0,0.0
67,3,5,4,0,2,0,1,1,1797,0,40,1,0,Senior,0.8639423076923077,0.8639423076923077
38,3,0,13,1,2,1,0,1,0,0,40,0,0,Middle-aged,0.0,0.0
47,5,4,14,1,3,1,0,1,0,0,25,1,0,Experienced,0.0,0.0
39,3,1,11,0,12,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
36,3,3,9,1,7,3,0,1,0,0,35,1,0,Middle-aged,0.0,0.0
24,3,1,10,0,0,0,0,1,0,0,40,1,0,Young,0.0,0.0
21,3,3,9,1,7,1,1,0,1055,0,30,1,0,Young,0.6762820512820513,0.6762820512820513
21,3,5,5,1,7,3,1,0,0,0,50,0,0,Young,0.0,0.0
40,3,3,9,1,2,1,1,1,0,0,40,1,0,Experienced,0.0,0.0
19,3,1,10,1,0,1,1,0,0,0,25,1,0,Young,0.0,0.0
38,3,3,9,1,6,1,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
34,3,1,11,0,2,0,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
44,1,1,10,2,3,1,1,1,0,0,50,1,0,Experienced,0.0,0.0
20,3,1,12,1,11,3,1,0,0,0,25,1,0,Young,0.0,0.0
49,1,3,9,2,0,1,1,0,594,0,10,1,0,Experienced,1.1423076923076922,1.1423076923076922
45,4,1,12,0,9,0,1,1,0,0,50,1,1,Experienced,0.0,0.0
24,3,3,9,1,2,3,1,1,0,0,40,1,0,Young,0.0,0.0
34,3,3,9,2,0,3,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
58,5,3,9,0,11,0,1,1,0,0,72,1,1,Experienced,0.0,0.0
39,3,3,9,0,2,0,1,1,0,0,45,1,0,Middle-aged,0.0,0.0
22,3,3,9,1,7,3,1,1,0,0,40,1,0,Young,0.0,0.0
38,3,0,13,0,9,5,1,0,0,0,32,1,1,Middle-aged,0.0,0.0
32,0,4,15,0,9,0,1,1,15024,0,50,1,1,Middle-aged,5.7784615384615385,5.7784615384615385
45,6,3,9,2,13,1,1,1,0,0,48,1,0,Experienced,0.0,0.0
23,3,3,9,0,6,0,0,1,0,0,45,1,0,Young,0.0,0.0
35,3,1,12,0,2,0,1,1,0,0,45,1,0,Middle-aged,0.0,0.0
52,3,1,10,0,2,0,1,1,0,0,45,1,1,Experienced,0.0,0.0
55,3,1,10,2,2,1,1,1,0,0,40,1,0,Experienced,0.0,0.0
23,3,3,9,1,4,3,1,1,0,0,40,1,0,Young,0.0,0.0
22,3,0,13,0,0,3,0,0,2885,0,25,1,0,Young,2.2192307692307693,2.2192307692307693
27,3,3,9,0,0,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
24,3,1,12,1,0,3,1,0,0,0,15,1,0,Young,0.0,0.0
21,3,1,10,1,2,1,1,1,0,0,40,1,0,Young,0.0,0.0
49,3,0,13,2,11,2,1,0,0,0,35,1,0,Experienced,0.0,0.0
32,3,5,8,0,6,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
64,3,1,10,3,7,4,1,0,0,0,24,1,0,Senior,0.0,0.0
37,5,3,9,1,4,4,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
61,3,5,4,1,6,1,1,1,0,0,40,0,0,Senior,0.0,0.0
44,3,3,9,0,2,5,1,0,0,0,40,1,1,Experienced,0.0,0.0
53,3,3,9,0,2,0,1,1,0,0,52,1,1,Experienced,0.0,0.0
43,3,4,14,1,9,1,1,1,0,0,50,1,1,Experienced,0.0,0.0
23,3,1,10,1,11,3,1,0,0,0,40,1,0,Young,0.0,0.0
25,3,4,14,0,6,1,1,1,0,0,40,0,0,Middle-aged,0.0,0.0
29,3,3,9,1,0,1,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
51,3,0,13,2,9,4,1,0,0,0,55,0,0,Experienced,0.0,0.0
20,3,3,9,1,3,4,1,0,0,0,40,1,0,Young,0.0,0.0
25,3,5,7,0,13,0,1,1,5178,0,40,0,1,Middle-aged,2.4894230769230767,2.4894230769230767
27,3,5,6,0,6,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
23,3,3,9,1,0,1,1,0,0,0,40,1,0,Young,0.0,0.0
18,3,3,9,1,7,3,1,0,0,0,27,1,0,Young,0.0,0.0
23,3,5,4,0,13,0,1,1,0,0,32,1,0,Young,0.0,0.0
59,5,3,9,2,3,1,1,1,0,0,60,1,0,Experienced,0.0,0.0
46,3,3,9,1,0,1,1,0,0,0,37,1,0,Experienced,0.0,0.0
66,7,5,4,2,14,1,1,1,0,0,40,1,0,Senior,0.0,0.0
46,1,4,14,0,9,0,0,1,0,0,38,1,1,Experienced,0.0,0.0
36,1,5,7,1,7,4,1,0,0,0,23,1,0,Middle-aged,0.0,0.0
44,3,3,9,1,6,4,1,0,0,0,40,1,0,Experienced,0.0,0.0
17,3,5,7,1,11,3,1,1,0,0,20,1,0,Young,0.0,0.0
27,3,1,10,1,3,1,1,1,0,0,45,1,0,Middle-aged,0.0,0.0
32,3,1,10,0,11,0,1,1,0,0,40,1,1,Middle-aged,0.0,0.0
53,3,3,9,2,7,1,0,1,0,0,40,1,0,Experienced,0.0,0.0
30,3,1,12,1,9,3,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
68,5,1,10,0,11,0,1,1,0,0,40,1,1,Senior,0.0,0.0
39,3,3,9,0,11,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
22,3,0,13,1,0,3,1,0,0,0,40,1,0,Young,0.0,0.0
62,7,5,4,0,14,0,1,1,6418,0,40,1,1,Senior,3.085576923076923,3.085576923076923
20,3,3,9,1,11,3,1,0,0,0,35,1,0,Young,0.0,0.0
21,3,3,9,1,5,2,1,1,0,0,38,0,0,Young,0.0,0.0
34,3,1,11,1,7,1,1,1,0,0,50,0,0,Middle-aged,0.0,0.0
30,5,3,9,0,3,0,1,1,0,0,75,1,0,Middle-aged,0.0,0.0
25,3,1,10,1,0,3,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
23,6,3,9,1,7,3,1,0,0,0,21,1,0,Young,0.0,0.0
40,6,0,13,0,9,2,1,1,0,0,40,1,0,Experienced,0.0,0.0
26,0,3,9,1,0,1,0,1,0,0,40,1,0,Middle-aged,0.0,0.0
57,5,1,11,0,2,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
36,3,1,11,0,3,0,1,1,0,0,60,1,1,Middle-aged,0.0,0.0
43,7,1,10,2,14,4,0,0,0,0,40,1,0,Experienced,0.0,0.0
49,6,0,13,2,9,1,1,1,0,0,40,1,0,Experienced,0.0,0.0
58,3,3,9,0,2,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
32,3,1,10,2,3,1,0,1,0,0,40,1,0,Middle-aged,0.0,0.0
59,3,3,9,0,0,0,1,1,0,0,45,1,1,Experienced,0.0,0.0
42,6,0,13,1,0,2,1,0,0,0,40,1,0,Experienced,0.0,0.0
37,3,0,13,0,3,0,0,1,0,0,40,0,0,Middle-aged,0.0,0.0
